time_s,height_ukf_m,velocity_ukf_mps,acceleration_ukf_mps2,height_sigma_m,velocity_sigma_mps,acceleration_sigma_mps2,tm_height_m,tm_speed_mps,tm_pressure_pa,em_height_m,em_speed_mps,em_pressure_pa
78.000000,9427.064852,-45.939099,-0.110750,13.201512,7.656847,3.727068,9441.595000,-40.045000,23965.000000,9421.951500,-40.051500,23563.250000
78.050000,9425.433816,-45.651055,-0.070434,13.114470,7.626777,3.726367,9445.340000,-39.970000,23951.000000,9419.713500,-39.922000,23571.500000
78.100000,9424.668884,-44.987114,0.014647,12.910460,7.559935,3.719850,9445.340000,-39.970000,23951.000000,9415.648500,-39.842000,23586.500000
78.150000,9422.895445,-44.775696,0.040741,12.726236,7.500779,3.715086,9446.950000,-39.840000,23945.000000,9411.800500,-39.763000,23600.700000
78.200000,9420.452707,-44.864046,0.028041,12.886451,7.556455,3.718485,9445.210000,-39.830000,23951.500000,9409.905500,-39.693000,23607.700000
78.250000,9418.925728,-44.546738,0.066562,12.818029,7.535825,3.718673,9443.470000,-39.820000,23958.000000,9407.970000,-39.627500,23614.850000
78.300000,9416.478013,-44.641207,0.052084,12.977706,7.590356,3.721797,9443.735000,-39.800000,23957.000000,9405.670000,-39.602500,23623.350000
78.350000,9415.126824,-44.249632,0.099043,12.903842,7.566639,3.721635,9444.000000,-39.780000,23956.000000,9403.248500,-39.581000,23632.300000
78.400000,9413.755723,-43.871976,0.142893,13.012911,7.604045,3.722095,9444.000000,-39.780000,23956.000000,9399.733500,-39.591000,23645.300000
78.450000,9412.171289,-43.593582,0.172868,12.753727,7.518064,3.716240,9435.710000,-39.820000,23987.000000,9396.191500,-39.603000,23658.400000
78.500000,9409.617718,-43.751261,0.146280,12.914061,7.573182,3.719532,9429.970000,-39.865000,24008.500000,9392.406500,-39.633000,23672.400000
78.550000,9407.693254,-43.629368,0.155237,12.843692,7.550972,3.719559,9424.230000,-39.910000,24030.000000,9388.406500,-39.663000,23687.200000
78.600000,9404.985407,-43.855635,0.120641,13.003379,7.604945,3.722597,9422.495000,-39.965000,24036.500000,9382.471500,-39.693000,23709.200000
78.650000,9402.977121,-43.770737,0.125659,12.927486,7.579685,3.722300,9420.760000,-40.020000,24043.000000,9376.901000,-39.723000,23729.850000
78.700000,9401.235272,-43.566491,0.146651,13.074697,7.628779,3.724622,9420.760000,-40.020000,24043.000000,9374.611000,-39.753000,23738.350000
78.750000,9398.712600,-43.709311,0.123654,12.769153,7.525809,3.720609,9407.960000,-40.140000,24091.000000,9372.415000,-39.784500,23746.500000
78.800000,9396.037536,-43.920911,0.092114,12.929279,7.580490,3.723607,9402.240000,-40.165000,24112.500000,9371.065000,-39.829500,23751.500000
78.850000,9393.482264,-44.078679,0.067612,12.857126,7.557122,3.723314,9396.520000,-40.190000,24134.000000,9369.688500,-39.870000,23756.600000
78.900000,9390.821054,-44.278626,0.039703,13.016518,7.610688,3.726098,9399.045000,-40.200000,24124.500000,9368.073500,-39.870000,23762.600000
78.950000,9388.662076,-44.254850,0.040315,12.938817,7.584343,3.725526,9401.570000,-40.210000,24115.000000,9366.930000,-39.870000,23766.850000
79.000000,9386.207333,-44.360429,0.025415,13.097369,7.636866,3.728134,9397.445000,-40.220000,24130.500000,9370.030000,-39.870000,23755.350000
79.050000,9384.093417,-44.314308,0.029804,13.014342,7.607785,3.727331,9393.320000,-40.230000,24146.000000,9372.335000,-39.869500,23746.800000
79.100000,9382.253032,-44.149409,0.048525,12.731640,7.515107,3.721804,9394.520000,-40.207500,24141.500000,9367.485000,-39.864500,23764.800000
79.150000,9380.225928,-44.068151,0.056496,12.643469,7.488141,3.720025,9396.520000,-40.170000,24134.000000,9363.241000,-39.861000,23780.550000
79.200000,9377.811396,-44.159475,0.042718,12.804523,7.544002,3.723091,9396.785000,-40.120000,24133.000000,9364.451000,-39.871000,23776.050000
79.250000,9376.161367,-43.910117,0.072334,12.738615,7.523594,3.722916,9397.050000,-40.070000,24132.000000,9365.715000,-39.882000,23771.350000
79.300000,9373.898757,-43.936581,0.066186,12.899078,7.578276,3.725750,9394.390000,-39.990000,24142.000000,9367.465000,-39.902000,23764.850000
79.350000,9372.339777,-43.649494,0.099950,12.827529,7.554691,3.725268,9391.730000,-39.910000,24152.000000,9368.919000,-39.925500,23759.450000
79.400000,9370.844575,-43.340454,0.134762,12.802568,7.547681,3.722040,9392.110000,-39.884286,24150.571429,9367.709000,-39.980500,23763.950000
79.450000,9369.447476,-42.990671,0.173967,12.689606,7.510801,3.719132,9393.060000,-39.820000,24147.000000,9366.404500,-40.039000,23768.800000
79.500000,9367.228406,-43.013445,0.164370,12.850630,7.565901,3.722215,9387.480000,-39.815000,24168.000000,9364.249500,-40.129000,23776.800000
79.550000,9365.589548,-42.777278,0.187828,12.781723,7.543360,3.721990,9381.900000,-39.810000,24189.000000,9361.839500,-40.220000,23785.750000
79.600000,9363.269310,-42.849309,0.171425,12.942041,7.597293,3.724848,9384.690000,-39.850000,24178.500000,9357.134500,-40.320000,23803.250000
79.650000,9361.907275,-42.493530,0.209624,12.867484,7.571665,3.724331,9387.480000,-39.890000,24168.000000,9352.886500,-40.424500,23819.050000
79.700000,9360.774186,-42.040748,0.259126,12.908956,7.585804,3.722244,9387.480000,-39.890000,24168.000000,9352.751500,-40.569500,23819.550000
79.750000,9359.103025,-41.835624,0.275198,12.719917,7.521752,3.717003,9378.450000,-40.020000,24202.000000,9352.240500,-40.715500,23821.450000
79.800000,9356.797851,-41.917860,0.254130,12.880640,7.576259,3.720201,9378.980000,-40.115000,24200.000000,9348.345500,-40.870500,23835.950000
79.850000,9355.389159,-41.599552,0.284231,12.809282,7.552203,3.720055,9379.510000,-40.210000,24198.000000,9344.491000,-41.026500,23850.300000
79.900000,9353.026667,-41.712213,0.258951,12.969225,7.605572,3.723019,9376.590000,-40.345000,24209.000000,9341.001000,-41.191500,23863.300000
79.950000,9351.502675,-41.450178,0.281537,12.892276,7.578535,3.722577,9373.670000,-40.480000,24220.000000,9337.283500,-41.361000,23877.150000
80.000000,9350.081305,-41.145944,0.309332,13.000735,7.614377,3.722887,9373.670000,-40.480000,24220.000000,9331.518500,-41.571000,23898.650000
80.050000,9348.397391,-40.962687,0.320918,12.736016,7.523707,3.716728,9375.000000,-40.740000,24215.000000,9325.486500,-41.783500,23921.150000
80.100000,9346.655428,-40.816284,0.325487,12.681515,7.507479,3.715846,9369.697778,-40.895556,24235.000000,9317.051500,-42.018500,23952.650000
80.150000,9344.559750,-40.828169,0.310004,12.609337,7.485063,3.715310,9363.070000,-41.090000,24260.000000,9309.701000,-42.252500,23980.100000
80.200000,9341.993343,-41.048286,0.269962,12.770798,7.540563,3.718649,9350.905000,-41.310000,24306.000000,9312.111000,-42.477500,23971.100000
80.250000,9339.393846,-41.282573,0.228375,12.704929,7.519146,3.718696,9338.740000,-41.530000,24352.000000,9313.852000,-42.706000,23964.600000
80.300000,9337.362179,-41.257186,0.222812,12.854340,7.569742,3.721273,9338.740000,-41.530000,24352.000000,9309.572000,-42.966000,23980.600000
80.350000,9334.430811,-41.633742,0.166197,12.565310,7.472060,3.717566,9341.640000,-41.940000,24341.000000,9305.720000,-43.228000,23995.000000
80.400000,9331.856374,-41.846510,0.132582,12.727054,7.527896,3.720769,9339.925000,-42.190000,24347.500000,9305.720000,-43.508000,23995.000000
80.450000,9329.595457,-41.918255,0.117240,12.663111,7.507327,3.720697,9338.210000,-42.440000,24354.000000,9305.747000,-43.791000,23994.900000
80.500000,9327.103897,-42.089917,0.090765,12.824154,7.561943,3.723654,9334.515000,-42.740000,24368.000000,9306.017000,-44.101000,23993.900000
80.550000,9324.818774,-42.168600,0.076371,12.754281,7.538106,3.723260,9330.820000,-43.040000,24382.000000,9306.420000,-44.413000,23992.400000
80.600000,9322.467396,-42.273781,0.059987,12.914477,7.591572,3.726014,9331.480000,-43.350000,24379.500000,9308.020000,-44.743000,23986.400000
80.650000,9320.528772,-42.193804,0.067383,12.838826,7.564699,3.725353,9332.140000,-43.660000,24377.000000,9309.687500,-45.071500,23980.150000
80.700000,9318.739672,-42.049239,0.082586,12.776767,7.543959,3.723737,9332.606667,-43.984444,24375.222222,9311.962500,-45.386500,23971.650000
80.750000,9317.114958,-41.831478,0.107053,12.697033,7.517116,3.722490,9333.190000,-44.390000,24373.000000,9313.649000,-45.699000,23965.350000
80.800000,9314.879814,-41.890723,0.095356,12.857495,7.571164,3.725313,9335.830000,-44.770000,24363.000000,9310.039000,-45.989000,23978.850000
80.850000,9313.560024,-41.539706,0.136190,12.784642,7.545808,3.724758,9338.470000,-45.150000,24353.000000,9307.004000,-46.277000,23990.200000
80.900000,9311.493296,-41.528652,0.132360,12.944234,7.598769,3.727400,9337.945000,-45.475000,24355.000000,9309.144000,-46.547000,23982.200000
80.950000,9310.421016,-41.072316,0.185405,12.865809,7.570552,3.726605,9337.420000,-45.800000,24357.000000,9310.508500,-46.809500,23977.100000
81.000000,9309.270698,-40.661752,0.229755,12.835320,7.559786,3.723139,9336.740000,-45.985714,24359.571429,9304.893500,-47.004500,23998.100000
81.050000,9307.989641,-40.314181,0.264965,12.715066,7.518398,3.719977,9335.040000,-46.450000,24366.000000,9299.440000,-47.198000,24018.500000
81.100000,9306.728165,-39.967868,0.297674,12.672929,7.505530,3.717618,9334.050000,-46.656250,24369.750000,9295.440000,-47.378000,24033.500000
81.150000,9305.372963,-39.666033,0.324211,12.583502,7.476438,3.715966,9332.400000,-47.000000,24376.000000,9291.280000,-47.553500,24049.100000
81.200000,9302.962110,-39.842362,0.289142,12.744589,7.531672,3.719244,9326.205000,-47.195000,24399.500000,9285.680000,-47.688500,24070.100000
81.250000,9301.242714,-39.708152,0.294075,12.677487,7.509390,3.719201,9320.010000,-47.390000,24423.000000,9280.307000,-47.822000,24090.250000
81.300000,9299.962191,-39.377689,0.324935,12.722972,7.525708,3.717501,9320.010000,-47.390000,24423.000000,9276.977000,-47.942000,24102.750000
81.350000,9297.811186,-39.442918,0.304083,12.543774,7.465473,3.712656,9319.220000,-47.740000,24426.000000,9273.355000,-48.059000,24116.350000
81.400000,9295.186259,-39.721525,0.256607,12.705203,7.521024,3.716149,9311.720000,-47.885000,24454.500000,9267.105000,-48.149000,24139.850000
81.450000,9292.982296,-39.810348,0.233815,12.639991,7.499535,3.716325,9304.220000,-48.030000,24483.000000,9261.214500,-48.235000,24162.000000
81.500000,9290.318760,-40.101395,0.187458,12.800648,7.553864,3.719539,9296.995000,-48.160000,24510.500000,9258.559500,-48.285000,24172.000000
81.550000,9287.725821,-40.359890,0.145600,12.729484,7.529144,3.719365,9289.770000,-48.290000,24538.000000,9255.997500,-48.332000,24181.650000
81.600000,9285.789144,-40.316384,0.145527,12.839648,7.566123,3.719892,9289.770000,-48.290000,24538.000000,9254.272500,-48.352000,24188.150000
81.650000,9282.488993,-40.884799,0.067190,12.583795,7.478363,3.713952,9281.120000,-48.400000,24571.000000,9252.216000,-48.369500,24195.900000
81.700000,9279.716123,-41.208786,0.023023,12.744548,7.533187,3.717338,9281.380000,-48.430000,24570.000000,9247.176000,-48.364500,24214.900000
81.750000,9277.112075,-41.455987,-0.010964,12.675775,7.509837,3.717368,9281.640000,-48.460000,24569.000000,9242.613000,-48.357500,24232.100000
81.800000,9274.396249,-41.745189,-0.047632,12.835661,7.563485,3.720495,9275.615000,-48.445000,24592.000000,9242.343000,-48.332500,24233.100000
81.850000,9271.585351,-42.076188,-0.089381,12.761005,7.537042,3.720200,9269.590000,-48.430000,24615.000000,9241.941000,-48.306000,24234.600000
81.900000,9269.476262,-42.082808,-0.086781,12.908271,7.585761,3.722604,9269.590000,-48.430000,24615.000000,9240.351000,-48.266000,24240.600000
81.950000,9266.405070,-42.520262,-0.139125,12.604529,7.480785,3.718516,9272.210000,-48.340000,24605.000000,9238.615500,-48.223000,24247.150000
82.000000,9263.669875,-42.800244,-0.169641,12.764446,7.535165,3.721604,9270.900000,-48.255000,24610.000000,9235.570500,-48.153000,24258.650000
82.050000,9261.237107,-42.943635,-0.182410,12.692929,7.510714,3.721327,9269.590000,-48.170000,24615.000000,9232.989000,-48.081500,24268.400000
82.100000,9258.945159,-43.018841,-0.185471,12.634666,7.492192,3.720036,9265.634444,-48.067778,24630.111111,9234.579000,-47.996500,24262.400000
82.150000,9256.440978,-43.188912,-0.200668,12.558742,7.467521,3.719102,9260.690000,-47.940000,24649.000000,9236.248500,-47.906500,24256.100000
82.200000,9254.027255,-43.312659,-0.208833,12.718936,7.522345,3.722159,9260.170000,-47.835000,24651.000000,9238.633500,-47.771500,24247.100000
82.250000,9251.856727,-43.326754,-0.202827,12.649514,7.498938,3.721864,9259.650000,-47.730000,24653.000000,9240.051500,-47.634500,24241.750000
82.300000,9249.516017,-43.416189,-0.206912,12.593219,7.481360,3.720554,9264.183333,-47.596667,24635.666667,9232.766500,-47.479500,24269.250000
82.350000,9247.662237,-43.286177,-0.182706,12.519247,7.457601,3.719597,9269.850000,-47.430000,24614.000000,9226.038500,-47.323000,24294.650000
82.400000,9245.062890,-43.490525,-0.201984,12.679786,7.512792,3.722626,9264.880000,-47.225000,24633.000000,9224.323500,-47.153000,24301.150000
82.450000,9243.069353,-43.421729,-0.185914,12.612192,7.490197,3.722307,9259.910000,-47.020000,24652.000000,9222.159000,-46.973000,24309.350000
82.500000,9240.300205,-43.699540,-0.214516,12.771927,7.544226,3.725120,9256.250000,-46.835000,24666.000000,9215.949000,-46.703000,24332.850000
82.550000,9238.069423,-43.734340,-0.211595,12.698480,7.518525,3.724516,9252.590000,-46.650000,24680.000000,9210.162000,-46.432000,24354.750000
82.600000,9236.057955,-43.667204,-0.195184,12.671824,7.509812,3.721206,9249.978571,-46.498571,24690.000000,9208.182000,-46.152000,24362.250000
82.650000,9233.421689,-43.882202,-0.215712,12.556788,7.470797,3.718191,9243.450000,-46.120000,24715.000000,9206.162500,-45.868500,24369.900000
82.700000,9230.651200,-44.151788,-0.242132,12.716715,7.525366,3.721284,9237.455000,-45.800000,24738.000000,9203.787500,-45.553500,24378.900000
82.750000,9227.982175,-44.374868,-0.262336,12.645785,7.501069,3.720985,9231.460000,-45.480000,24761.000000,9201.570500,-45.239000,24387.300000
82.800000,9225.255990,-44.615578,-0.283213,12.804813,7.554498,3.723860,9228.465000,-45.140000,24772.500000,9200.775500,-44.929000,24390.300000
82.850000,9222.599980,-44.823954,-0.299740,12.728085,7.527198,3.723279,9225.470000,-44.800000,24784.000000,9199.823000,-44.617000,24393.900000
82.900000,9220.464660,-44.790904,-0.283762,12.767761,7.540325,3.721177,9225.470000,-44.800000,24784.000000,9197.453000,-44.287000,24402.900000
82.950000,9217.585614,-45.091664,-0.311156,12.576114,7.474255,3.715852,9227.290000,-44.100000,24777.000000,9195.491500,-43.960000,24410.350000
83.000000,9215.008330,-45.251570,-0.319747,12.735263,7.528391,3.719083,9224.690000,-43.760000,24787.000000,9197.206500,-43.660000,24403.850000
83.050000,9212.734642,-45.274396,-0.310592,12.661737,7.503021,3.718902,9222.090000,-43.420000,24797.000000,9198.591500,-43.360500,24398.600000
83.100000,9210.489498,-45.282506,-0.300136,12.601640,7.483693,3.717703,9221.858889,-43.126667,24797.888889,9197.006500,-43.065500,24404.600000
83.150000,9208.353903,-45.241015,-0.283371,12.523936,7.458233,3.716860,9221.570000,-42.760000,24799.000000,9195.158500,-42.772000,24411.600000
83.200000,9206.468449,-45.085073,-0.252235,12.635122,7.497126,3.717601,9221.570000,-42.760000,24799.000000,9190.943500,-42.492000,24427.600000
83.250000,9204.453427,-44.988791,-0.229572,12.389869,7.414574,3.711955,9227.810000,-42.160000,24775.000000,9186.321500,-42.215500,24445.150000
83.300000,9201.595613,-45.273889,-0.257581,12.550430,7.470715,3.715495,9223.390000,-41.855000,24792.000000,9178.036500,-41.970500,24476.650000
83.350000,9199.446440,-45.238676,-0.243933,12.487060,7.450535,3.715721,9218.970000,-41.550000,24809.000000,9170.580000,-41.726500,24505.000000
83.400000,9196.664836,-45.484553,-0.266328,12.646924,7.505440,3.718972,9213.510000,-41.305000,24830.000000,9170.580000,-41.491500,24505.000000
83.450000,9194.366601,-45.511707,-0.260235,12.577623,7.481962,3.718831,9208.050000,-41.060000,24851.000000,9170.606500,-41.255000,24504.900000
83.500000,9192.420661,-45.375466,-0.232571,12.725274,7.531948,3.721336,9208.050000,-41.060000,24851.000000,9170.871500,-41.005000,24503.900000
83.550000,9189.953526,-45.474349,-0.235459,12.431634,7.431183,3.717385,9201.040000,-40.670000,24878.000000,9170.939000,-40.757000,24503.650000
83.600000,9187.292145,-45.660389,-0.250451,12.591698,7.486607,3.720550,9199.870000,-40.460000,24882.500000,9169.229000,-40.527000,24510.150000
83.650000,9185.093729,-45.636987,-0.238199,12.524932,7.464514,3.720359,9198.700000,-40.250000,24887.000000,9167.126000,-40.301500,24518.150000
83.700000,9182.289703,-45.883847,-0.260949,12.684217,7.518760,3.723290,9195.975000,-40.045000,24897.500000,9161.486000,-40.116500,24539.650000
83.750000,9179.954943,-45.918230,-0.256011,12.611586,7.493512,3.722792,9193.250000,-39.840000,24908.000000,9156.213500,-39.934500,24559.750000
83.800000,9177.153435,-46.158363,-0.277169,12.769954,7.546648,3.725529,9189.625000,-39.660000,24922.000000,9154.248500,-39.779500,24567.250000
83.850000,9174.743237,-46.221279,-0.275239,12.691614,7.518476,3.724777,9186.000000,-39.480000,24936.000000,9152.139000,-39.627500,24575.300000
83.900000,9172.299576,-46.296230,-0.274899,12.627066,7.496650,3.723093,9184.733333,-39.346667,24940.888889,9148.729000,-39.502500,24588.300000
83.950000,9169.870407,-46.364175,-0.273660,12.544909,7.468731,3.721776,9183.150000,-39.180000,24947.000000,9145.712500,-39.384000,24599.800000
84.000000,9167.136651,-46.564561,-0.289005,12.703464,7.522578,3.724605,9180.045000,-39.055000,24959.000000,9146.237500,-39.324000,24597.800000
84.050000,9164.814677,-46.578595,-0.280119,12.628256,7.496266,3.723990,9176.940000,-38.930000,24971.000000,9146.644500,-39.272000,24596.250000
84.100000,9162.617466,-46.534343,-0.264064,12.580701,7.480718,3.721209,9178.005000,-38.900000,24966.875000,9145.989500,-39.292000,24598.750000
84.150000,9160.544058,-46.434505,-0.241164,12.485415,7.448720,3.719134,9179.780000,-38.850000,24960.000000,9145.007500,-39.318500,24602.500000
84.200000,9158.647404,-46.256273,-0.209318,12.464176,7.443416,3.716262,9178.597143,-38.838571,24964.571429,9141.082500,-39.403500,24617.500000
84.250000,9156.423332,-46.227647,-0.197727,12.356800,7.408476,3.713679,9175.640000,-38.810000,24976.000000,9137.537000,-39.497500,24631.050000
84.300000,9153.783759,-46.385348,-0.210574,12.516810,7.464391,3.717086,9171.505000,-38.845000,24992.000000,9137.407000,-39.672500,24631.550000
84.350000,9151.672348,-46.303836,-0.192238,12.451982,7.443405,3.717142,9167.370000,-38.880000,25008.000000,9136.963000,-39.855500,24633.250000
84.400000,9148.987736,-46.479950,-0.207689,12.611271,7.498100,3.720280,9168.405000,-39.000000,25004.000000,9133.693000,-40.110500,24645.750000
84.450000,9147.101042,-46.294802,-0.176088,12.540564,7.473867,3.719992,9169.440000,-39.120000,25000.000000,9131.666000,-40.376500,24653.500000
84.500000,9145.612572,-45.929776,-0.121774,12.583426,7.489039,3.718130,9169.440000,-39.120000,25000.000000,9140.826000,-40.741500,24618.500000
84.550000,9143.848382,-45.695086,-0.086543,12.400271,7.426507,3.713043,9157.290000,-39.520000,25047.000000,9148.507000,-41.110500,24589.150000
84.600000,9141.488187,-45.733318,-0.088172,12.559871,7.481669,3.716459,9162.975000,-39.795000,25025.000000,9142.877000,-41.515500,24610.650000
84.650000,9140.131304,-45.317542,-0.030764,12.491738,7.458710,3.716470,9168.660000,-40.070000,25003.000000,9137.600500,-41.926000,24630.800000
84.700000,9137.778414,-45.358361,-0.034879,12.650563,7.512696,3.719624,9170.985000,-40.430000,24994.000000,9135.505500,-42.386000,24638.800000
84.750000,9136.759453,-44.795666,0.039435,12.576717,7.486644,3.719307,9173.310000,-40.790000,24985.000000,9133.502500,-42.847500,24646.450000
84.800000,9135.539716,-44.332423,0.098044,12.684988,7.523161,3.719774,9173.310000,-40.790000,24985.000000,9132.327500,-43.322500,24650.950000
84.850000,9134.577803,-43.758809,0.169064,12.426620,7.433688,3.713659,9164.270000,-41.600000,25020.000000,9130.813000,-43.798000,24656.750000
84.900000,9132.182467,-43.844607,0.151399,12.585733,7.488357,3.717023,9161.815000,-41.995000,25029.500000,9126.243000,-44.278000,24674.250000
84.950000,9130.808278,-43.468246,0.193855,12.515256,7.464189,3.716962,9159.360000,-42.390000,25039.000000,9121.803500,-44.753500,24691.250000
85.000000,9128.367916,-43.579778,0.171905,12.673543,7.517722,3.720075,9155.875000,-42.795000,25052.500000,9118.538500,-45.188500,24703.750000
85.050000,9126.849283,-43.274158,0.204215,12.597421,7.490569,3.719699,9152.390000,-43.200000,25066.000000,9115.300000,-45.621500,24716.150000
85.100000,9125.270769,-42.999947,0.231849,12.743171,7.539195,3.722093,9152.390000,-43.200000,25066.000000,9112.300000,-46.036500,24727.650000
85.150000,9123.625718,-42.757006,0.255140,12.438735,7.433213,3.717879,9143.630000,-44.000000,25100.000000,9109.326500,-46.449000,24739.050000
85.200000,9121.135909,-42.904006,0.226244,12.597213,7.487607,3.720973,9142.210000,-44.380000,25105.500000,9106.591500,-46.839000,24749.550000
85.250000,9119.402670,-42.708587,0.241916,12.524898,7.462784,3.720645,9140.790000,-44.760000,25111.000000,9103.271000,-47.226000,24762.300000
85.300000,9116.647066,-42.977374,0.197769,12.682522,7.516095,3.723523,9137.445000,-45.115000,25124.000000,9094.681000,-47.586000,24795.300000
85.350000,9114.607611,-42.921743,0.195945,12.604596,7.488374,3.722915,9134.100000,-45.470000,25137.000000,9087.054000,-47.935500,24824.600000
85.400000,9111.973941,-43.132641,0.161109,12.761244,7.540671,3.725614,9128.310000,-45.795000,25159.500000,9088.094000,-48.190500,24820.600000
85.450000,9109.779562,-43.144542,0.152251,12.677896,7.510284,3.724774,9122.520000,-46.120000,25182.000000,9089.069000,-48.434500,24816.850000
85.500000,9107.679709,-43.113649,0.149657,12.608751,7.486555,3.723025,9118.640000,-46.373333,25197.111111,9089.459000,-48.579500,24815.350000
85.550000,9105.367790,-43.178693,0.134707,12.522172,7.456827,3.721648,9113.790000,-46.690000,25216.000000,9089.485000,-48.716000,24815.250000
85.600000,9102.797029,-43.358240,0.106283,12.679075,7.510100,3.724464,9116.615000,-46.905000,25205.000000,9086.235000,-48.776000,24827.750000
85.650000,9100.883911,-43.240340,0.116538,12.599859,7.482252,3.723803,9119.440000,-47.120000,25194.000000,9082.894500,-48.829500,24840.600000
85.700000,9098.225429,-43.458825,0.083808,12.755823,7.534545,3.726448,9116.615000,-47.260000,25205.000000,9078.739500,-48.824500,24856.600000
85.750000,9096.200643,-43.390733,0.088345,12.671309,7.504097,3.725561,9113.790000,-47.400000,25216.000000,9074.675500,-48.813500,24872.250000
85.800000,9094.331675,-43.252640,0.102203,12.635492,7.491675,3.722040,9113.495714,-47.440000,25217.142857,9071.430500,-48.748500,24884.750000
85.850000,9092.161560,-43.252538,0.097713,12.509465,7.448291,3.718798,9112.760000,-47.540000,25220.000000,9068.653000,-48.679000,24895.450000
85.900000,9089.610663,-43.423053,0.071897,12.665767,7.501660,3.721801,9107.120000,-47.555000,25242.000000,9070.083000,-48.569000,24889.950000
85.950000,9087.528849,-43.381457,0.073690,12.585934,7.474033,3.721332,9101.480000,-47.570000,25264.000000,9071.019500,-48.451000,24886.350000
86.000000,9084.917286,-43.577475,0.045522,12.741335,7.526424,3.724139,9102.250000,-47.545000,25261.000000,9067.514500,-48.261000,24899.850000
86.050000,9083.028682,-43.446939,0.059748,12.656292,7.496208,3.723418,9103.020000,-47.520000,25258.000000,9063.583000,-48.069000,24915.000000
86.100000,9081.598862,-43.109278,0.101040,12.690298,7.507614,3.721234,9103.020000,-47.520000,25258.000000,9055.813000,-47.859000,24945.000000
86.150000,9078.554996,-43.503916,0.046390,12.489441,7.438498,3.715779,9091.490000,-47.340000,25303.000000,9048.678000,-47.648500,24972.550000
86.200000,9075.750354,-43.785474,0.008201,12.645243,7.492015,3.718980,9092.895000,-47.215000,25297.500000,9047.258000,-47.433500,24978.050000
86.250000,9073.700536,-43.725900,0.014397,12.565220,7.464773,3.718718,9094.300000,-47.090000,25292.000000,9046.109000,-47.216000,24982.500000
86.300000,9071.029881,-43.943502,-0.014280,12.720164,7.517305,3.721696,9088.035000,-46.970000,25316.500000,9047.399000,-46.976000,24977.500000
86.350000,9068.799065,-43.962224,-0.017040,12.635015,7.487466,3.721154,9081.770000,-46.850000,25341.000000,9048.133500,-46.737500,24974.650000
86.400000,9066.964503,-43.799242,0.004680,12.737927,7.522264,3.721466,9081.770000,-46.850000,25341.000000,9043.868500,-46.512500,24991.150000
86.450000,9064.290960,-44.015677,-0.023086,12.463798,7.428034,3.715145,9078.440000,-46.560000,25354.000000,9039.539000,-46.283500,25007.900000
86.500000,9061.429620,-44.314439,-0.060828,12.619198,7.481735,3.718395,9076.015000,-46.435000,25363.500000,9034.629000,-46.018500,25026.900000
86.550000,9059.079179,-44.382058,-0.068394,12.539358,7.454993,3.718193,9073.590000,-46.310000,25373.000000,9030.184500,-45.757500,25044.100000
86.600000,9056.287733,-44.643180,-0.099519,12.693941,7.507704,3.721210,9070.140000,-46.125000,25386.500000,9029.929500,-45.532500,25045.100000
86.650000,9053.932695,-44.706869,-0.104873,12.608995,7.478337,3.720717,9066.690000,-45.940000,25400.000000,9029.261500,-45.312000,25047.700000
86.700000,9051.999500,-44.575771,-0.083883,12.750876,7.526221,3.723031,9066.690000,-45.940000,25400.000000,9024.876500,-45.132000,25064.700000
86.750000,9048.992566,-44.928117,-0.125353,12.433997,7.417342,3.718704,9057.510000,-45.560000,25436.000000,9020.891000,-44.954500,25080.150000
86.800000,9046.192357,-45.183595,-0.153571,12.589072,7.471271,3.721736,9054.710000,-45.415000,25447.000000,9020.501000,-44.799500,25081.650000
86.850000,9043.639832,-45.326674,-0.167019,12.509662,7.445111,3.721333,9051.910000,-45.270000,25458.000000,9020.201500,-44.649000,25082.800000
86.900000,9040.943923,-45.528160,-0.186650,12.663967,7.498059,3.724157,9053.180000,-45.120000,25453.000000,9020.716500,-44.539000,25080.800000
86.950000,9038.784490,-45.487278,-0.174750,12.579487,7.469259,3.723485,9054.450000,-44.970000,25448.000000,9021.193000,-44.430000,25078.950000
87.000000,9036.876922,-45.330350,-0.147700,12.721186,7.517403,3.725628,9054.450000,-44.970000,25448.000000,9021.323000,-44.330000,25078.450000
87.050000,9034.887200,-45.210833,-0.125690,12.405541,7.409380,3.721151,9053.940000,-44.750000,25450.000000,9021.221000,-44.232500,25078.850000
87.100000,9032.932211,-45.082816,-0.105384,12.345479,7.392651,3.719886,9051.904444,-44.638889,25458.000000,9019.031000,-44.157500,25087.350000
87.150000,9030.926266,-44.977730,-0.088094,12.268210,7.369832,3.718965,9049.360000,-44.500000,25468.000000,9016.763500,-44.083500,25096.150000
87.200000,9028.313246,-45.146413,-0.106657,12.424649,7.425616,3.722025,9045.285000,-44.400000,25484.000000,9013.798500,-44.018500,25107.650000
87.250000,9026.186052,-45.095077,-0.096418,12.354238,7.404036,3.721724,9041.210000,-44.300000,25500.000000,9010.898500,-43.958500,25118.900000
87.300000,9023.563574,-45.265896,-0.114964,12.510107,7.458706,3.724559,9043.755000,-44.175000,25490.000000,9008.583500,-43.943500,25127.900000
87.350000,9021.807891,-45.044298,-0.082198,12.434360,7.434093,3.723955,9046.300000,-44.050000,25480.000000,9006.526000,-43.924500,25135.900000
87.400000,9020.241400,-44.740658,-0.040167,12.405501,7.426493,3.720648,9045.428571,-43.990000,25483.428571,9006.786000,-43.869500,25134.900000
