time_s,height_ukf_m,velocity_ukf_mps,acceleration_ukf_mps2,height_sigma_m,velocity_sigma_mps,acceleration_sigma_mps2,tm_height_m,tm_speed_mps,tm_pressure_pa,em_height_m,em_speed_mps,em_pressure_pa
0.000000,-13.751457,-12.360286,10.945994,7.732757,42.913367,6.993985,-7.480000,4.640000,87865.000000,-68.220000,24.030000,87149.000000
0.050000,-20.158536,-34.101257,24.190353,7.375112,35.505120,7.326254,-26.610000,9.160000,88070.000000,-68.220000,24.030000,87149.000000
0.100000,-22.929497,-34.543583,44.038045,7.029992,29.829168,5.720702,6.730000,12.140000,87713.000000,-68.220000,24.030000,87149.000000
0.150000,-18.322156,-12.237596,47.856428,6.713505,25.440301,5.444612,0.470000,14.740000,87780.000000,-68.220000,24.030000,87149.000000
0.200000,-15.977190,-1.407756,50.254291,6.427363,21.990819,5.390093,1.960000,17.210000,87764.000000,-68.220000,24.030000,87149.000000
0.250000,-14.025605,5.877894,44.440540,6.169551,19.234298,5.379093,1.030000,19.460000,87774.000000,-68.220000,24.030000,87149.000000
0.300000,-12.394089,11.113943,43.611695,5.937072,16.997655,5.698181,3.090000,20.590000,87752.000000,-68.220000,24.030000,87149.000000
0.350000,-10.933043,14.829900,38.268201,5.726907,15.157986,5.787994,1.590000,20.980000,87768.000000,-68.220000,24.030000,87149.000000
0.400000,-11.200052,14.606066,39.517030,5.536127,13.623234,5.457595,-9.720000,23.040000,87889.000000,-68.220000,24.030000,87149.000000
0.450000,-12.067864,14.474372,52.585680,5.362010,12.329021,5.392700,-1.220000,25.930000,87798.000000,-68.220000,24.030000,87149.000000
0.500000,-10.991027,17.736331,54.932222,5.202655,11.226950,5.379620,4.210000,28.750000,87740.000000,-68.220000,24.030000,87149.000000
0.550000,-9.123939,22.116581,55.414295,5.056381,10.280239,5.376971,6.270000,31.610000,87718.000000,-68.220000,24.030000,87149.000000
0.600000,-7.130608,26.111368,52.917445,4.921617,9.460416,5.376434,7.670000,34.250000,87703.000000,-68.220000,24.030000,87149.000000
0.650000,-5.070685,29.605811,51.250164,4.796993,8.745284,5.376325,9.730000,36.690000,87681.000000,-68.220000,24.030000,87149.000000
0.700000,-2.737411,34.688103,69.135908,4.681360,8.117394,5.376302,12.540000,40.610000,87651.000000,-68.220000,24.030000,87149.000000
0.750000,-0.414301,39.488571,77.282937,4.573745,7.562862,5.376298,11.600000,44.710000,87661.000000,-68.220000,24.030000,87149.000000
0.800000,1.784075,42.623620,64.815832,4.473275,7.070473,5.376297,15.160000,47.870000,87623.000000,-68.220000,24.030000,87149.000000
0.850000,4.199780,46.002759,62.971447,4.379233,6.631163,5.376297,16.090000,50.720000,87613.000000,-68.360000,24.200000,87150.500000
0.900000,6.455554,47.323739,40.408781,4.290987,6.237490,5.376296,17.310000,52.120000,87600.000000,-66.760000,25.930000,87133.500000
0.950000,8.639188,47.221256,15.812354,4.207988,5.884948,5.497638,19.470000,52.000000,87577.000000,-64.455000,27.750000,87109.000000
1.000000,10.907566,48.018267,17.871757,4.129770,5.569628,6.277309,21.620000,53.770000,87554.000000,-62.665000,29.665000,87090.000000
1.050000,13.228049,48.798662,17.870668,4.056015,5.305974,8.025219,24.240000,58.180000,87526.000000,-61.210000,31.675000,87074.500000
1.100000,15.603230,49.599205,17.868505,3.986537,5.101543,9.455278,26.310000,62.520000,87504.000000,-58.430000,33.765000,87045.000000
1.150000,17.996210,50.379324,17.863313,3.921367,4.967645,10.695604,28.650000,66.680000,87479.000000,-57.775000,35.945000,87038.000000
1.200000,20.671647,55.450725,48.050465,3.859225,4.737282,7.691061,28.650000,70.670000,87479.000000,-54.430000,38.185000,87002.500000
1.250000,23.157579,58.444404,53.468110,3.800265,4.500610,5.773778,31.370000,73.660000,87450.000000,-53.490000,40.480000,86992.500000
1.300000,25.655259,60.126725,48.344805,3.744747,4.312835,5.454835,33.430000,76.070000,87428.000000,-51.465000,42.815000,86971.000000
1.350000,28.300374,62.636441,53.373900,3.692145,4.143101,5.392134,35.870000,78.730000,87402.000000,-48.775000,45.200000,86942.500000
1.400000,30.963386,64.124181,44.275847,3.642151,3.986574,5.379500,38.220000,80.860000,87377.000000,-45.670000,47.625000,86909.500000
1.450000,33.679577,65.635385,42.464102,3.594520,3.841539,5.376943,40.090000,82.920000,87357.000000,-42.750000,50.070000,86878.500000
1.500000,36.543193,69.149267,65.839161,3.549056,3.706921,5.376426,42.440000,86.580000,87332.000000,-37.700000,52.525000,86825.000000
1.550000,39.449256,71.544676,58.195258,3.505603,3.584615,5.608075,45.260000,89.430000,87302.000000,-34.020000,54.965000,86786.000000
1.600000,42.475516,73.515876,53.490774,3.464005,3.468437,5.422612,48.450000,91.700000,87268.000000,-28.265000,57.380000,86725.000000
1.650000,45.672467,75.763127,53.122475,3.424151,3.360289,5.385661,52.120000,94.330000,87229.000000,-23.920000,59.765000,86679.000000
1.700000,43.406040,73.252724,48.866649,3.263976,3.181655,5.378190,58.510000,96.760000,87161.000000,-19.385000,62.090000,86631.000000
1.750000,41.393540,71.908693,56.957477,3.107914,3.018833,5.376676,61.140000,99.690000,87133.000000,-16.690000,64.340000,86602.500000
1.800000,40.598918,72.034638,65.635201,2.980014,2.884322,5.376370,66.690000,103.220000,87074.000000,-13.855000,66.505000,86572.500000
1.850000,40.812912,72.420153,60.865819,2.873093,2.770956,5.376307,71.870000,106.290000,87019.000000,-10.355000,68.595000,86535.500000
1.900000,41.706432,73.344384,60.448939,2.782286,2.673882,5.376295,74.880000,109.180000,86987.000000,-8.320000,70.595000,86514.000000
1.950000,42.988871,73.988761,52.167958,2.704157,2.589683,5.376292,77.330000,111.700000,86961.000000,-6.095000,72.515000,86490.500000
2.000000,44.515709,74.840295,50.698158,2.636207,2.515874,5.376291,78.750000,114.100000,86946.000000,-4.250000,74.330000,86471.000000
2.050000,46.358187,76.309266,55.202959,2.576572,2.450601,5.376291,82.990000,116.900000,86901.000000,-0.890000,76.060000,86435.500000
2.100000,48.439943,77.882943,55.805474,2.523830,2.392454,5.376291,83.930000,119.790000,86891.000000,1.570000,77.700000,86409.500000
2.150000,50.733003,79.735568,59.309025,2.476873,2.340330,5.376291,86.570000,122.800000,86863.000000,6.115000,79.255000,86361.500000
2.200000,53.319171,81.906975,61.896350,2.434825,2.293359,5.376291,89.020000,126.040000,86837.000000,10.330000,80.745000,86317.000000
2.250000,56.157636,84.380938,65.425480,2.396985,2.250843,5.376291,91.570000,129.370000,86810.000000,16.355000,82.180000,86253.500000
2.300000,59.324535,86.590428,62.198391,2.362783,2.212210,5.376290,95.530000,132.390000,86768.000000,23.185000,83.575000,86181.500000
2.350000,62.795086,88.740019,57.619428,2.331748,2.176991,5.376290,100.630000,135.220000,86714.000000,28.360000,84.950000,86127.000000
2.400000,66.540366,90.904848,55.466632,2.303493,2.144793,5.376290,106.960000,137.830000,86647.000000,31.445000,86.315000,86094.500000
2.450000,70.454244,93.545785,60.215089,2.277689,2.115285,5.376290,110.360000,140.900000,86611.000000,33.965000,87.665000,86068.000000
2.500000,74.498758,95.954486,58.431046,2.254057,2.088185,5.376290,119.630000,143.870000,86513.000000,35.005000,89.015000,86057.000000
2.550000,78.652308,98.304180,56.853746,2.232360,2.063251,5.376290,122.180000,146.710000,86486.000000,36.335000,90.390000,86043.000000
2.600000,82.804361,100.890578,60.538589,2.212395,2.040272,5.376290,126.350000,149.760000,86442.000000,37.860000,91.815000,86027.000000
2.650000,86.847688,102.955587,56.993977,2.193983,2.019067,5.376290,122.470000,152.640000,86483.000000,40.660000,93.280000,85997.500000
2.700000,90.889769,105.052581,56.784285,2.176969,1.999474,5.376290,125.780000,155.480000,86448.000000,48.840000,94.800000,85911.500000
2.750000,95.150240,106.989430,53.375071,2.161223,1.981353,5.376290,129.000000,158.090000,86414.000000,55.840000,96.380000,85838.000000
2.800000,99.597856,109.130582,55.635734,2.146630,1.964582,5.376290,131.370000,160.790000,86389.000000,63.835000,98.020000,85754.000000
2.850000,104.240695,111.337727,54.775424,2.133090,1.949049,5.376290,137.240000,163.660000,86327.000000,69.175000,99.710000,85698.000000
2.900000,109.115531,113.633449,55.399697,2.120514,1.934656,5.376290,147.200000,166.430000,86222.000000,74.090000,101.410000,85646.500000
2.950000,114.276776,116.171177,56.921141,2.108825,1.921314,5.376290,154.600000,169.220000,86144.000000,78.900000,103.110000,85596.000000
3.000000,119.573622,117.816402,47.752257,2.097954,1.908945,5.376290,160.010000,171.470000,86087.000000,84.820000,104.815000,85534.000000
3.050000,125.122358,121.398652,66.040104,2.087836,1.897473,5.376290,164.380000,175.110000,86041.000000,91.270000,106.540000,85466.500000
3.100000,130.744503,124.531598,66.609545,2.078418,1.886834,5.376290,167.800000,178.620000,86005.000000,96.190000,108.265000,85415.000000
3.150000,136.434762,126.434744,55.050431,2.069645,1.876966,5.376290,175.320000,181.000000,85926.000000,101.210000,110.005000,85362.500000
3.200000,142.186511,128.607987,52.400165,2.061472,1.867812,5.376290,181.410000,183.600000,85862.000000,101.880000,111.745000,85355.500000
3.250000,147.971959,131.408148,61.301174,2.053854,1.859321,5.376290,189.310000,186.800000,85779.000000,103.460000,113.480000,85339.000000
3.300000,153.789787,134.601660,67.588929,2.046756,1.851446,5.376290,190.550000,190.430000,85766.000000,107.480000,115.205000,85297.000000
3.350000,159.598834,136.805606,63.719836,2.040138,1.844142,5.376290,191.980000,193.470000,85751.000000,118.150000,116.915000,85185.500000
3.400000,165.652108,140.045889,67.692989,2.033973,1.837371,5.376290,196.270000,197.150000,85706.000000,127.835000,118.620000,85084.500000
3.450000,171.736169,141.368982,50.953193,2.028230,1.831095,5.376290,201.510000,199.190000,85651.000000,134.450000,120.320000,85015.500000
3.500000,178.009237,143.792217,56.877342,2.022884,1.825281,5.376290,208.380000,202.010000,85579.000000,139.875000,122.015000,84959.000000
3.550000,184.466028,146.355467,60.082177,2.017911,1.819896,5.376290,220.220000,205.080000,85455.000000,146.020000,123.675000,84895.000000
3.600000,191.156319,148.603901,56.122361,2.013291,1.814913,5.376290,227.200000,207.830000,85382.000000,152.990000,125.305000,84822.500000
3.650000,197.919916,150.705544,53.973537,2.009004,1.810303,5.376290,230.830000,210.400000,85344.000000,158.900000,126.910000,84761.000000
3.700000,204.693914,153.315790,59.490984,2.005029,1.806041,5.376290,235.040000,213.520000,85300.000000,163.275000,128.485000,84715.500000
3.750000,211.433361,155.659151,58.047482,2.001347,1.802102,5.376290,243.180000,216.510000,85215.000000,165.975000,129.985000,84687.500000
3.800000,218.238269,157.699066,56.597493,1.997941,1.798464,5.376290,247.780000,219.140000,85167.000000,174.930000,131.390000,84594.500000
3.850000,225.219694,159.694248,54.221118,1.994796,1.795106,5.376290,256.210000,221.780000,85079.000000,184.040000,132.795000,84500.000000
3.900000,232.304427,161.166370,45.982106,1.991899,1.792010,5.376290,257.560000,223.930000,85065.000000,193.395000,134.220000,84403.000000
3.950000,239.458597,163.102236,50.119258,1.989234,1.789156,5.376290,266.960000,226.370000,84967.000000,200.105000,135.610000,84333.500000
4.000000,246.745156,165.299641,52.689015,1.986791,1.786529,5.376290,275.220000,229.170000,84881.000000,206.285000,136.975000,84269.500000
4.050000,254.151378,167.570772,56.824484,1.984557,1.784113,5.376290,282.910000,231.950000,84801.000000,212.860000,138.350000,84201.500000
4.100000,261.637745,169.676390,54.760549,1.982522,1.781894,5.376290,290.030000,234.770000,84727.000000,220.265000,139.730000,84125.000000
4.150000,269.188389,171.684490,53.852090,1.980675,1.779857,5.376290,295.420000,237.360000,84671.000000,226.265000,141.130000,84063.000000
4.200000,276.760158,173.447028,51.286668,1.979006,1.777989,5.376290,303.990000,239.860000,84582.000000,232.610000,142.545000,83997.500000
4.250000,284.475390,175.717291,55.602254,1.977504,1.776280,5.376290,308.810000,242.700000,84532.000000,243.465000,143.985000,83885.500000
4.300000,292.318899,178.021669,58.134117,1.976162,1.774717,5.376290,316.620000,245.580000,84451.000000,251.130000,145.450000,83806.500000
4.350000,300.244459,179.900626,53.902732,1.974973,1.773291,5.376290,321.440000,248.230000,84401.000000,260.700000,146.970000,83708.000000
4.400000,308.261019,182.091858,56.407781,1.973926,1.771992,5.376290,333.130000,250.970000,84280.000000,266.340000,148.565000,83650.000000
4.450000,316.339326,184.090493,55.304364,1.973016,1.770811,5.376290,339.990000,253.730000,84209.000000,271.535000,150.265000,83596.500000
4.500000,324.455835,186.164642,55.916435,1.972235,1.769739,5.376290,351.600000,256.510000,84089.000000,277.035000,152.055000,83540.000000
4.550000,332.656853,188.003728,52.618022,1.971576,1.768768,5.376290,356.730000,259.210000,84036.000000,286.435000,153.935000,83443.500000
4.600000,340.949598,190.016475,53.344424,1.971032,1.767892,5.376290,360.900000,261.920000,83993.000000,296.665000,155.910000,83338.500000
4.650000,349.272217,192.123373,56.498123,1.970598,1.767103,5.376290,367.010000,264.660000,83930.000000,306.225000,158.030000,83240.500000
4.700000,357.721641,194.047161,55.203919,1.970267,1.766395,5.376290,374.960000,267.450000,83848.000000,316.820000,160.420000,83132.000000
4.750000,366.289238,195.934773,53.543228,1.970035,1.765763,5.376290,385.640000,270.090000,83738.000000,323.860000,163.020000,83060.000000
4.800000,375.001015,197.803712,52.683531,1.969896,1.765201,5.376290,396.230000,272.650000,83629.000000,331.785000,165.830000,82979.000000
4.850000,383.760281,199.623526,51.694689,1.969847,1.764704,5.376290,405.380000,275.230000,83535.000000,335.065000,168.830000,82945.500000
4.900000,392.480587,201.568713,55.062877,1.969882,1.764268,5.376290,414.140000,277.910000,83445.000000,340.105000,171.995000,82894.000000
4.950000,401.177024,203.388903,55.018975,1.969995,1.763887,5.376290,420.280000,280.760000,83382.000000,345.980000,175.355000,82834.000000
5.000000,409.776209,205.219708,55.821245,1.976220,1.766279,5.376292,424.570000,283.620000,83338.000000,356.960000,178.920000,82722.000000
5.050000,420.021023,207.777555,53.152697,2.036969,1.792567,5.376299,430.030000,286.220000,83282.000000,367.565000,182.695000,82614.000000
5.100000,430.391217,210.413173,54.100067,2.099266,1.818324,5.376301,437.550000,288.830000,83205.000000,376.900000,186.680000,82519.000000
5.150000,440.868916,212.874662,52.341610,2.163025,1.843558,5.376301,444.680000,291.410000,83132.000000,385.600000,190.880000,82430.500000
5.200000,451.454256,215.197103,49.169422,2.228160,1.868278,5.376301,457.780000,293.870000,82998.000000,394.755000,195.260000,82337.500000
5.250000,462.167642,217.709638,50.532794,2.294584,1.892489,5.376301,466.780000,296.380000,82906.000000,400.565000,199.835000,82278.500000
5.300000,472.966240,219.990155,48.032798,2.362212,1.916198,5.376301,473.840000,298.840000,82834.000000,405.890000,204.600000,82224.500000
5.350000,483.878621,222.552638,51.335539,2.430961,1.939410,5.376301,483.150000,301.320000,82739.000000,411.655000,209.565000,82166.000000
5.400000,494.890081,225.041505,53.223457,2.500745,1.962128,5.376301,491.490000,303.880000,82654.000000,422.515000,214.705000,82056.000000
5.450000,505.996899,227.430739,52.140538,2.571481,1.984357,5.376301,495.810000,306.420000,82610.000000,433.580000,220.020000,81944.000000
5.500000,517.186247,229.710018,50.964109,2.643089,2.006099,5.376301,501.120000,308.920000,82556.000000,438.820000,225.470000,81891.000000
5.550000,528.467009,232.179345,51.646603,2.715485,2.027357,5.376301,513.010000,311.580000,82435.000000,440.895000,231.055000,81870.000000
5.600000,539.835241,234.641237,52.172035,2.788590,2.048132,5.376301,523.640000,314.230000,82327.000000,447.925000,236.745000,81799.000000
5.650000,551.292235,237.051277,51.660852,2.862324,2.068424,5.376301,529.060000,316.780000,82272.000000,458.025000,242.525000,81697.000000
5.700000,562.798523,239.011239,46.958094,2.936607,2.088236,5.376301,530.640000,319.080000,82256.000000,464.025000,248.375000,81636.500000
5.750000,574.345781,241.245279,48.188810,3.011360,2.107568,5.376301,536.550000,321.490000,82196.000000,450.500000,254.270000,81773.000000
5.800000,585.897193,243.272422,47.077817,3.086506,2.126421,5.376301,547.110000,323.870000,82089.000000,462.490000,260.170000,81652.000000
5.850000,597.580899,245.636355,51.398328,3.161967,2.144793,5.376301,553.130000,326.360000,82028.000000,493.320000,266.070000,81341.500000
5.900000,609.327448,247.451966,46.318003,3.237667,2.162687,5.376301,540.200000,328.730000,82159.000000,516.015000,271.945000,81113.500000
5.950000,621.135405,249.772032,49.482541,3.313530,2.180102,5.376301,549.780000,331.320000,82062.000000,523.945000,277.760000,81034.000000
6.000000,633.062231,252.342631,54.419472,3.389482,2.197038,5.376301,582.710000,334.080000,81729.000000,540.020000,283.475000,80873.000000
6.050000,645.146709,254.467596,51.617427,3.465449,2.213497,5.376301,604.630000,336.630000,81508.000000,558.620000,289.050000,80687.000000
6.100000,657.382200,256.886007,52.624991,3.541359,2.229478,5.376301,613.170000,339.360000,81422.000000,578.005000,294.495000,80493.500000
6.150000,669.727617,259.241946,51.860934,3.617140,2.244984,5.376301,626.690000,341.970000,81286.000000,594.470000,299.780000,80329.500000
6.200000,682.200655,261.647269,54.077352,3.692722,2.260015,5.376301,648.410000,344.490000,81068.000000,607.085000,304.900000,80204.000000
6.250000,694.789207,263.789869,51.415506,3.768037,2.274573,5.376301,666.770000,347.070000,80884.000000,619.160000,309.830000,80084.000000
6.300000,707.509153,266.095738,50.373380,3.843017,2.288661,5.376301,683.270000,349.710000,80719.000000,636.145000,314.550000,79915.500000
6.350000,720.389057,268.690896,54.352202,3.917597,2.302280,5.376301,691.780000,352.380000,80634.000000,658.925000,319.045000,79690.000000
6.400000,733.406089,271.179500,54.680787,3.991713,2.315433,5.376301,706.110000,355.150000,80491.000000,682.815000,323.265000,79454.000000
6.450000,746.627013,273.658812,53.840588,4.065304,2.328124,5.376301,725.890000,357.840000,80294.000000,708.900000,327.095000,79197.000000
6.500000,760.043736,276.262687,55.135285,4.138310,2.340358,5.376301,743.390000,360.500000,80120.000000,724.815000,330.435000,79040.500000
6.550000,773.630521,278.538112,51.205173,4.210673,2.352138,5.376301,774.350000,363.000000,79813.000000,742.235000,333.245000,78869.500000
6.600000,787.414700,280.872778,49.580421,4.282339,2.363469,5.376301,797.500000,365.450000,79584.000000,753.000000,335.525000,78764.000000
6.650000,801.409945,283.160490,47.533947,4.353256,2.374358,5.376301,813.300000,367.800000,79428.000000,801.910000,337.190000,78286.000000
6.700000,815.791710,285.504781,45.905230,4.423373,2.384810,5.376301,831.160000,370.020000,79252.000000,844.105000,338.250000,77875.500000
6.750000,830.383207,287.727681,44.155364,4.492644,2.394833,5.376301,841.220000,372.090000,79153.000000,867.315000,338.755000,77650.500000
6.800000,845.215075,290.141424,45.007790,4.561024,2.404433,5.376301,889.530000,374.320000,78679.000000,881.370000,338.740000,77514.500000
6.850000,860.362846,292.619162,45.538258,4.628472,2.413618,5.376301,931.100000,376.540000,78273.000000,889.640000,338.305000,77434.500000
6.900000,875.745670,295.142603,44.734621,4.694951,2.422398,5.376301,955.130000,378.870000,78039.000000,898.650000,337.570000,77347.500000
6.950000,891.267161,297.642083,43.910915,4.760424,2.430780,5.376301,967.070000,381.070000,77923.000000,911.920000,336.535000,77219.500000
7.000000,906.915398,300.222904,45.395668,4.824857,2.438774,5.376301,977.370000,383.210000,77823.000000,930.610000,335.285000,77039.500000
7.050000,922.651734,302.449560,41.595606,4.888221,2.446389,5.376301,985.620000,385.410000,77743.000000,945.375000,333.815000,76897.500000
7.100000,938.551007,305.390247,48.796995,4.950487,2.453635,5.376301,1002.240000,387.750000,77582.000000,964.855000,332.180000,76710.500000
7.150000,954.563625,307.675121,44.270047,5.011631,2.460522,5.376301,1018.170000,389.960000,77428.000000,978.580000,330.420000,76579.000000
7.200000,970.720705,310.201862,44.699010,5.071632,2.467061,5.376301,1033.500000,392.120000,77280.000000,997.235000,328.605000,76400.500000
7.250000,987.027051,312.554612,43.050480,5.130472,2.473263,5.376301,1051.860000,394.270000,77103.000000,1014.780000,326.755000,76233.000000
7.300000,1003.488460,315.022877,42.374761,5.188134,2.479138,5.376301,1066.000000,396.460000,76967.000000,1033.035000,324.955000,76059.000000
7.350000,1020.100869,317.494524,42.530556,5.244606,2.484699,5.376301,1084.320000,398.550000,76791.000000,1049.635000,323.275000,75901.000000
7.400000,1036.860101,319.936562,42.868347,5.299878,2.489957,5.376301,1102.470000,400.660000,76617.000000,1068.325000,321.785000,75723.500000
7.450000,1053.783936,322.404336,42.689782,5.353943,2.494924,5.376301,1117.720000,402.790000,76471.000000,1086.255000,320.595000,75553.500000
7.500000,1070.832657,324.813545,42.717053,5.406797,2.499611,5.376301,1135.400000,404.880000,76302.000000,1102.420000,319.745000,75400.500000
7.550000,1088.055666,327.460555,44.871028,5.458437,2.504031,5.376301,1152.910000,407.200000,76135.000000,1122.160000,319.335000,75214.000000
7.600000,1105.434456,329.943631,42.826249,5.508865,2.508195,5.376301,1174.760000,409.400000,75927.000000,1136.795000,319.405000,75076.000000
7.650000,1122.994504,332.592009,44.382691,5.558082,2.512116,5.376301,1191.380000,411.620000,75769.000000,1158.890000,320.030000,74868.000000
7.700000,1140.708941,335.283516,45.562315,5.606096,2.515806,5.376301,1205.610000,413.920000,75634.000000,1176.350000,321.250000,74704.000000
7.750000,1158.533204,337.771467,43.855699,5.652912,2.519276,5.376301,1225.150000,416.080000,75449.000000,1193.730000,323.075000,74541.000000
7.800000,1176.488084,340.212269,42.040368,5.698541,2.522538,5.376301,1242.600000,418.230000,75284.000000,1208.155000,325.555000,74406.000000
7.850000,1194.563542,342.918718,44.721133,5.742992,2.525604,5.376301,1264.330000,420.480000,75079.000000,1223.180000,328.805000,74265.500000
7.900000,1212.773048,345.429126,44.003299,5.786279,2.528484,5.376301,1280.690000,422.630000,74925.000000,1239.410000,332.820000,74114.000000
7.950000,1231.065595,347.962003,44.300909,5.828416,2.531192,5.376301,1295.260000,424.840000,74788.000000,1254.600000,337.530000,73972.500000
8.000000,1249.400170,350.480099,44.220366,5.869419,2.533736,5.376301,1308.040000,427.100000,74668.000000,1264.645000,343.010000,73879.000000
8.050000,1267.747272,353.023541,44.991980,5.909304,2.536128,5.376301,1325.750000,429.330000,74502.000000,1275.725000,349.285000,73776.000000
8.100000,1286.201471,355.677834,47.275292,5.948088,2.538377,5.376301,1340.920000,431.740000,74360.000000,1296.790000,356.330000,73580.500000
8.150000,1304.756203,358.364014,47.907275,5.985792,2.540495,5.376301,1350.770000,434.250000,74268.000000,1313.955000,364.115000,73421.500000
8.200000,1323.392338,361.070930,48.682403,6.022436,2.542491,5.376301,1362.010000,436.750000,74163.000000,1337.375000,372.635000,73205.000000
8.250000,1342.163905,364.174468,53.852577,6.058041,2.544374,5.376301,1382.180000,439.590000,73975.000000,1355.260000,381.835000,73040.000000
8.300000,1361.097006,367.234909,55.258570,6.092631,2.546154,5.376301,1404.550000,442.450000,73767.000000,1373.835000,391.700000,72869.000000
8.350000,1380.189680,370.246969,55.548715,6.126230,2.547840,5.376301,1423.290000,445.250000,73593.000000,1390.100000,402.185000,72719.500000
8.400000,1399.361181,373.326393,56.687230,6.158861,2.549441,5.376301,1443.160000,448.130000,73409.000000,1393.420000,413.245000,72689.000000
8.450000,1418.297409,376.252488,57.138635,6.190548,2.550965,5.376301,1459.060000,450.990000,73262.000000,1358.845000,424.820000,73007.000000
8.500000,1436.717281,379.020773,57.629752,6.221308,2.552418,5.376301,1475.200000,453.910000,73113.000000,1319.085000,436.810000,73374.000000
8.550000,1454.567715,381.535903,57.740990,6.251159,2.553805,5.376301,1479.970000,456.780000,73069.000000,1289.675000,449.120000,73646.500000
8.600000,1471.696220,383.807633,58.228757,6.280115,2.555131,5.376301,1445.750000,459.680000,73385.000000,1260.400000,461.645000,73918.500000
8.650000,1487.709107,385.616560,57.295379,6.308190,2.556400,5.376301,1406.380000,462.550000,73750.000000,1228.965000,474.350000,74211.500000
8.700000,1502.752830,387.095730,56.853087,6.335391,2.557616,5.376301,1373.700000,465.370000,74054.000000,1221.845000,487.205000,74278.000000
8.750000,1517.203306,388.323596,56.365429,6.361733,2.558781,5.376301,1345.200000,468.110000,74320.000000,1239.570000,500.020000,74112.500000
8.800000,1531.294394,389.351215,55.254815,6.387234,2.559901,5.376301,1315.080000,470.840000,74602.000000,1269.810000,512.690000,73831.000000
8.850000,1545.452035,390.442174,55.224938,6.411914,2.560980,5.376301,1309.750000,473.610000,74652.000000,1351.250000,525.110000,73077.000000
8.900000,1560.346205,391.695166,54.193679,6.435805,2.562026,5.376301,1324.790000,476.320000,74511.000000,1431.735000,537.200000,72338.000000
8.950000,1576.037707,393.205203,54.067613,6.458943,2.563047,5.376301,1359.870000,479.070000,74183.000000,1501.750000,548.885000,71700.000000
9.000000,1592.886596,395.165630,55.123568,6.481364,2.564050,5.376301,1434.950000,481.880000,73485.000000,1564.130000,560.095000,71135.500000
9.050000,1610.999868,397.371022,54.518822,6.503112,2.565045,5.376301,1515.720000,484.590000,72740.000000,1619.710000,570.755000,70635.500000
9.100000,1630.379711,399.847522,53.540605,6.524229,2.566039,5.376301,1585.320000,487.220000,72103.000000,1671.015000,580.790000,70176.500000
9.150000,1650.788281,402.625804,53.594147,6.544756,2.567040,5.376301,1650.330000,489.860000,71512.000000,1714.265000,590.110000,69791.500000
9.200000,1672.156175,405.542816,52.529512,6.564731,2.568055,5.376301,1703.900000,492.480000,71028.000000,1763.755000,598.680000,69353.000000
9.250000,1694.300585,408.782319,53.300594,6.584189,2.569088,5.376301,1755.200000,495.160000,70567.000000,1798.730000,606.435000,69044.500000
9.300000,1717.184400,412.159184,53.342477,6.603164,2.570145,5.376301,1800.720000,497.840000,70160.000000,1849.340000,613.360000,68600.000000
9.350000,1740.771231,415.557810,51.505130,6.621688,2.571231,5.376301,1846.570000,500.400000,69752.000000,1889.830000,619.400000,68246.000000
9.400000,1764.985683,418.738266,46.282037,6.639790,2.572348,5.376301,1890.140000,502.550000,69366.000000,1939.945000,624.540000,67810.000000
9.450000,1789.852361,421.294762,35.255498,6.657502,2.573501,5.376301,1933.110000,504.010000,68987.000000,1989.045000,628.775000,67385.000000
9.500000,1815.325570,423.556148,25.957552,6.674852,2.574691,5.376301,1977.880000,504.960000,68594.000000,2040.955000,632.065000,66938.000000
9.550000,1841.486302,425.613628,17.848280,6.691868,2.575923,5.376301,2023.310000,505.580000,68197.000000,2090.695000,634.405000,66512.000000
9.600000,1868.191085,427.609061,12.225530,6.708577,2.577198,5.376301,2072.410000,506.010000,67770.000000,2132.980000,635.770000,66151.500000
9.650000,1895.465496,429.652567,9.141710,6.725006,2.578519,5.376301,2121.760000,506.340000,67343.000000,2171.210000,636.170000,65827.000000
9.700000,1923.181685,431.858637,8.765190,6.741178,2.579887,5.376301,2172.890000,506.730000,66903.000000,2201.060000,635.625000,65574.500000
9.750000,1951.294921,433.958403,6.254076,6.757116,2.581303,5.376301,2214.330000,507.000000,66548.000000,2235.165000,634.170000,65287.000000
9.800000,1979.690779,436.079432,5.087349,6.772840,2.582768,5.376301,2254.900000,507.190000,66202.000000,2260.800000,631.845000,65071.500000
9.850000,2008.281667,438.130316,3.393935,6.788369,2.584282,5.376301,2286.210000,507.340000,65936.000000,2291.170000,628.690000,64817.000000
9.900000,2036.914298,440.219117,3.490317,6.803718,2.585845,5.376301,2317.380000,507.500000,65672.000000,2302.410000,624.795000,64723.000000
9.950000,2065.457710,442.142221,2.358305,6.818899,2.587455,5.376301,2349.480000,507.580000,65401.000000,2323.140000,620.210000,64550.000000
10.000000,2094.134695,444.119422,2.472095,6.833926,2.589112,5.376301,2371.570000,507.690000,65215.000000,2359.180000,614.980000,64250.000000
10.050000,2122.826171,446.071661,2.823578,6.848812,2.590816,5.376301,2385.740000,507.810000,65096.000000,2391.020000,609.175000,63986.000000
10.100000,2151.466444,447.945309,2.419471,6.863570,2.592564,5.376301,2401.230000,507.950000,64966.000000,2417.925000,602.880000,63763.500000
